date,presentprice,open,highprice,lowprice,change%
20170615,"1,130.84","1,118.93","1,132.59","1,117.80",0.97
20170614,"1,119.93","1,126.73","1,128.31","1,115.29",-0.69
20170613,"1,127.73","1,129.97","1,131.59","1,125.65",-0.29
20170612,"1,130.97","1,124.35","1,133.26","1,122.60",0.5
20170609,"1,125.30","1,120.95","1,126.02","1,118.56",0.3
20170608,"1,121.95","1,123.28","1,128.01","1,120.85",-0.21
20170607,"1,124.28","1,117.07","1,126.00","1,116.93",0.55
20170606,"1,118.08","1,117.31","1,122.54","1,114.49",-0.02
20170605,"1,118.31","1,117.35","1,120.93","1,114.78",-0.01
20170602,"1,118.39","1,121.13","1,124.51","1,116.76",-0.33
20170601,"1,122.13","1,118.65","1,124.22","1,117.40",0.22
20170531,"1,119.65","1,123.49","1,125.16","1,116.56",-0.43
20170530,"1,124.49","1,121.05","1,126.90","1,120.75",0.22
20170529,"1,122.05","1,118.04","1,123.12","1,117.40",0.29
20170526,"1,118.84","1,119.35","1,122.65","1,114.75",-0.14
20170525,"1,120.36","1,118.23","1,122.51","1,115.30",0.1
20170524,"1,119.23","1,124.46","1,128.81","1,117.90",-0.55
20170523,"1,125.46","1,115.03","1,126.47","1,114.40",0.84
20170522,"1,116.04","1,117.15","1,119.90","1,113.48",-0.14
20170519,"1,117.62","1,128.19","1,131.97","1,114.75",-1.02
20170518,"1,129.19","1,122.05","1,134.39","1,121.55",0.55
20170517,"1,123.06","1,115.06","1,123.26","1,114.06",0.63
20170516,"1,116.06","1,117.11","1,120.33","1,112.95",-0.18
20170515,"1,118.12","1,122.36","1,128.04","1,114.64",-0.47
20170512,"1,123.41","1,123.41","1,130.65","1,120.99",-0.09
20170511,"1,124.41","1,131.05","1,134.95","1,122.57",-0.67
20170510,"1,132.05","1,138.15","1,139.53","1,130.47",-0.62
20170509,"1,139.15","1,132.69","1,140.73","1,132.05",0.48
20170508,"1,133.69","1,134.15","1,138.15","1,129.33",-0.18
20170505,"1,135.71","1,134.59","1,142.13","1,134.52",0.01
20170504,"1,135.60","1,132.95","1,137.08","1,128.69",0.15
20170503,"1,133.95","1,128.20","1,134.48","1,127.35",0.42
20170502,"1,129.20","1,136.60","1,137.89","1,126.15",-0.74
20170501,"1,137.60","1,136.74","1,140.08","1,134.51",-0.02
20170428,"1,137.88","1,130.65","1,141.36","1,128.21",0.55
20170427,"1,131.65","1,132.03","1,136.48","1,127.45",-0.12
20170426,"1,133.03","1,127.23","1,137.39","1,120.90",0.43
20170425,"1,128.23","1,133.38","1,137.45","1,123.25",-0.54
20170424,"1,134.38","1,133.71","1,139.79","1,125.08",-0.02
