"세종특별자치시",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,140,4134,20,1850,370,120,3137,3764,133,3020,4016,13,1936,252,120,3137,3764,7,1686,118,7,1682,118,0,0,0,3,6270,188
"경기도",2986,77558,2247,2669,59979,739,2379,17579,2597,2623,68116,1954,2689,52543,643,2422,15573,389,2427,9442,293,2538,7436,96,2090,2006,217,4080,8853,2068,55141,1610,2712,43666,458,2505,11475,1707,2684,45811,1297,2726,35356,410,2550,10455,361,2584,9330,313,2655,8310,48,2125,1020,177,4628,8192,2540,63861,1714,2557,43831,826,2425,20030,2127,2616,55643,1363,2676,36474,764,2509,19169,413,1990,8218,351,2096,7357,62,1389,861,217,6046,13120
"강원도",1278,50500,1242,4003,49719,36,2169,781,1179,4107,48426,1169,4123,48198,10,2276,228,99,2095,2074,73,2083,1521,26,2125,553,59,3463,2043,1029,25453,1014,2480,25144,15,2060,309,993,2498,24810,988,2500,24700,5,2200,110,36,1786,643,26,1706,444,10,1994,199,46,4025,1852,681,14003,655,2058,13480,26,2012,523,634,2076,13162,617,2076,12809,17,2076,353,47,1789,841,38,1766,671,9,1893,170,16,6224,996
"충청북도",704,19269,473,2708,12810,231,2796,6459,602,2779,16731,385,2754,10603,217,2824,6128,102,2488,2538,88,2508,2207,14,2361,331,81,4569,3701,719,17910,365,2350,8576,354,2637,9334,633,2513,15910,308,2380,7330,325,2640,8580,86,2326,2000,57,2186,1246,29,2600,754,117,3467,4057,652,16721,555,2416,13410,97,3413,3311,531,2539,13483,446,2317,10334,85,3705,3149,121,2676,3238,109,2822,3076,12,1350,162,65,5437,3534
"충청남도",1683,40381,1137,2304,26197,546,2598,14184,411,2085,8569,277,2059,5703,134,2139,2866,1272,2501,31812,860,2383,20494,412,2747,11318,724,6628,47988,1372,33618,939,2386,22407,433,2589,11211,282,2514,7089,200,2465,4930,82,2633,2159,1090,2434,26529,739,2365,17477,351,2579,9052,430,5707,24539,1898,41447,1613,2117,34155,285,2559,7292,577,2672,15417,492,2679,13181,85,2631,2236,1321,1970,26030,1121,1871,20974,200,2528,5056,453,6270,28405
"전라북도",1074,30969,1018,2881,29327,56,2932,1642,969,2990,28971,929,2959,27489,40,3704,1482,105,1903,1998,89,2065,1838,16,1000,160,1654,6710,110980,1013,29950,856,3095,26494,157,2201,3456,747,3260,24350,641,3437,22031,106,2188,2319,266,2105,5600,215,2076,4463,51,2230,1137,1352,5563,75208,1213,44393,960,3915,37581,253,2692,6812,976,4075,39772,811,4259,34540,165,3171,5232,237,1950,4621,149,2041,3041,88,1796,1580,912,6508,59351
"전라남도",5239,159080,5177,3044,157591,62,2402,1489,3408,3248,110704,3400,3250,110500,8,2554,204,1831,2642,48376,1777,2650,47091,54,2380,1285,12080,6319,763335,5608,163995,5592,2925,163576,16,2619,419,3287,2950,96957,3277,2950,96672,10,2850,285,2321,2888,67038,2315,2890,66904,6,2230,134,9171,5923,543208,4405,142148,4361,3237,141151,44,2266,997,3189,3564,113661,3174,3566,113185,15,3171,476,1216,2343,28487,1187,2356,27966,29,1796,521,9521,5981,569472
"경상북도",1122,26338,970,2329,22594,152,2463,3744,837,2501,20935,708,2497,17679,129,2524,3256,285,1896,5403,262,1876,4915,23,2121,488,2602,7193,187158,1097,25236,971,2277,22105,126,2485,3131,745,2470,18402,638,2462,15708,107,2518,2694,352,1941,6834,333,1921,6397,19,2299,437,2080,6463,134423,985,22500,881,2217,19534,104,2852,2966,596,2616,15590,501,2567,12861,95,2873,2729,389,1776,6910,380,1756,6673,9,2631,237,2057,7117,146390
"경상남도",456,10996,379,2242,8499,77,3243,2497,350,2568,8988,274,2376,6510,76,3261,2478,106,1894,2008,105,1894,1989,1,1885,19,5294,7237,383139,461,11712,327,2334,7633,134,3044,4079,369,2693,9936,236,2491,5879,133,3050,4057,92,1930,1776,91,1927,1754,1,2210,22,3766,6581,247845,638,15349,379,2289,8674,259,2577,6675,561,2452,13757,303,2346,7108,258,2577,6649,77,2068,1592,76,2060,1566,1,2585,26,4749,7434,353063
"제주도",848,21865,837,2585,21637,11,2073,228,162,4602,7455,162,4602,7455,0,0,0,686,2101,14410,675,2101,14182,11,2070,228,882,7220,63678,550,11015,549,2003,10997,1,1800,18,46,3950,1817,46,3950,1817,0,0,0,504,1825,9198,503,1825,9180,1,1843,18,641,6552,41997,1014,20391,1008,2012,20278,6,1883,113,147,3380,4969,147,3380,4969,0,0,0,867,1779,15422,861,1778,15309,6,1883,113,1566,6458,101134
