id,city,date,temperature,groundSurface,dewPoint,rainfull,snow,newestSnow,windSpeed,pressure,humidity,cloud,solarRadiation,sunshine
156,광주,20140924,20.3,22.2,18.4,67.0,,,2.2,998.6,90,8.4,3.85,0.3
156,광주,20140925,21.1,23.2,15.8,,,,1.1,1005.3,74,5.0,17.03,8.8
156,광주,20140926,21.5,23.4,17.0,5.5,,,1.2,1007.9,78,6.1,13.02,5.9
156,광주,20140927,21.6,24.3,16.7,,,,1.5,1008.8,76,4.1,16.40,8.6
156,광주,20140928,22.8,24.1,15.6,,,,1.5,1007.1,66,3.0,18.42,10.4
156,광주,20140929,20.7,21.7,17.5,4.5,,,1.4,1005.0,83,10.0,3.07,0.0
156,광주,20140930,20.6,22.5,16.4,0.0,,,1.5,1007.7,78,7.5,12.47,6.1
156,광주,20141001,20.7,22.2,14.1,,,,1.7,1008.4,67,5.5,14.21,6.8
156,광주,20141002,20.1,21.9,14.1,,,,1.5,1002.8,70,5.5,11.34,5.1
156,광주,20141003,17.4,20.7,10.6,,,,2.2,1004.6,66,3.4,15.46,8.9
156,광주,20141004,17.8,20.8,9.6,,,,3.3,1009.4,62,0.3,18.78,10.8
156,광주,20141005,17.9,21.2,8.3,,,,3.3,1007.7,55,0.0,18.37,10.9
156,광주,20141006,16.7,21.0,7.7,,,,1.7,1009.5,58,0.0,18.37,10.8
156,광주,20141007,17.0,20.9,8.4,,,,1.2,1013.5,60,0.5,18.08,10.8
156,광주,20141008,17.5,20.6,9.6,,,,1.0,1013.1,63,2.5,15.87,10.7
156,광주,20141009,18.5,21.9,10.0,,,,1.6,1011.7,60,4.0,16.26,9.5
156,광주,20141010,19.9,22.9,10.8,,,,2.0,1011.5,59,1.1,18.04,10.6
156,광주,20141011,20.3,22.8,9.6,,,,3.6,1012.1,52,0.0,17.82,10.6
156,광주,20141012,17.5,17.1,11.5,1.5,,,3.4,1007.1,69,8.9,3.15,0.0
156,광주,20141013,17.8,18.4,12.7,1.5,,,3.3,1000.8,73,6.4,7.87,3.5
156,광주,20141014,15.2,18.3,8.3,,,,1.1,1008.3,66,2.0,15.63,10.3
156,광주,20141015,13.9,17.7,6.2,,,,1.2,1010.3,63,0.0,17.57,10.5
156,광주,20141016,13.7,17.5,5.3,,,,1.7,1012.3,59,3.0,14.84,9.9
156,광주,20141017,14.2,17.4,1.8,,,,1.2,1014.8,49,0.4,17.76,10.6
156,광주,20141018,14.9,18.0,2.3,,,,0.9,1015.3,48,0.0,17.01,10.5
156,광주,20141019,17.1,18.5,7.9,,,,1.6,1014.0,58,4.6,14.50,7.4
156,광주,20141020,18.9,18.9,17.3,27.0,,,1.9,1008.9,91,10.0,2.17,0.0
156,광주,20141021,19.4,20.3,17.6,34.5,,,1.1,1004.8,90,10.0,5.00,0.6
156,광주,20141022,15.0,17.3,11.1,16.0,,,3.2,1009.6,79,6.4,10.84,5.8
156,광주,20141023,14.8,16.7,9.3,,,,1.0,1012.7,72,3.5,14.77,10.0
156,광주,20141024,15.3,16.8,9.7,,,,0.9,1012.4,73,0.1,15.33,9.5
156,광주,20141025,15.4,16.5,8.6,,,,1.0,1012.5,69,0.1,15.44,9.7
156,광주,20141026,16.2,17.0,11.1,0.0,,,1.0,1010.9,74,3.0,15.50,10.1
156,광주,20141027,13.4,15.1,2.5,,,,2.2,1014.2,51,0.1,16.27,10.1
156,광주,20141028,12.2,12.7,2.4,,,,0.9,1017.0,56,0.0,16.04,10.1
156,광주,20141029,13.1,12.8,6.8,,,,0.6,1017.7,68,6.8,8.82,3.7
156,광주,20141030,14.8,14.3,8.8,,,,0.9,1015.4,70,7.9,8.30,2.4
156,광주,20141031,13.3,14.1,11.7,24.5,,,2.2,1008.4,91,10.0,1.24,0.0
156,광주,20141101,15.2,15.6,12.8,0.5,,,1.2,1005.2,87,8.4,4.48,0.1
156,광주,20141102,12.4,13.6,6.3,2.5,,,1.9,1005.7,69,8.0,7.03,5.2
156,광주,20141103,10.3,11.3,-0.7,,,,2.7,1011.7,48,2.6,14.35,9.9
156,광주,20141104,10.6,11.5,2.9,,,,0.9,1013.6,63,0.0,14.87,10.1
156,광주,20141105,11.2,11.7,4.2,,,,0.9,1012.6,67,2.8,14.27,9.5
156,광주,20141106,13.3,13.7,7.5,,,,1.3,1012.4,70,3.1,11.34,7.0
156,광주,20141107,11.9,11.9,4.4,,,,1.5,1016.6,63,2.0,12.66,9.6
156,광주,20141108,11.6,11.5,6.5,,,,1.1,1016.0,71,9.4,4.14,0.0
156,광주,20141109,11.5,12.0,4.4,,,,1.9,1015.0,64,1.0,12.76,9.4
156,광주,20141110,10.6,10.1,0.8,,,,1.7,1013.6,54,0.5,13.48,9.5
156,광주,20141111,9.8,10.0,3.4,,,,0.9,1009.0,67,5.5,10.83,6.9
156,광주,20141112,9.4,10.1,2.6,1.5,,,2.3,1007.6,65,7.4,7.70,5.2
156,광주,20141113,4.3,6.1,-2.2,,,,2.3,1015.5,63,6.8,6.11,2.2
156,광주,20141114,6.4,8.6,0.3,0.5,,,1.2,1017.6,66,4.6,9.03,6.4
156,광주,20141115,6.7,6.9,0.7,,,,1.2,1020.9,68,5.5,7.69,3.5
156,광주,20141116,9.5,9.8,-1.3,,,,0.9,1017.0,49,8.9,8.79,3.9
156,광주,20141117,7.8,8.5,2.0,1.0,,,1.0,1016.6,68,6.1,8.00,5.8
156,광주,20141118,7.0,7.5,-0.5,,,,2.0,1019.6,60,1.0,12.29,9.3
156,광주,20141119,6.5,5.8,-3.1,,,,1.3,1018.9,55,3.5,12.39,9.0
156,광주,20141120,8.1,7.6,-1.0,,,,0.9,1016.5,56,0.8,12.02,9.3
156,광주,20141121,9.4,8.0,3.3,,,,0.5,1015.4,68,3.6,8.93,6.4
156,광주,20141122,11.0,8.8,5.8,,,,1.2,1015.6,72,4.3,8.16,4.9
156,광주,20141123,12.2,10.7,6.0,0.5,,,1.0,1015.6,67,7.4,6.57,2.4
156,광주,20141124,11.8,11.7,10.1,71.5,,,3.0,1009.2,90,10.0,0.72,0.0
156,광주,20141125,11.7,11.7,7.7,,,,1.7,1007.2,77,8.3,8.03,4.9
156,광주,20141126,11.5,11.8,5.7,,,,1.5,1010.0,69,4.6,8.68,6.3
156,광주,20141127,10.2,10.3,6.1,,,,0.9,1014.3,78,0.1,10.90,8.8
156,광주,20141128,12.2,10.9,9.2,4.0,,,2.4,1007.6,82,9.3,1.25,0.0
156,광주,20141129,12.1,12.4,5.2,,,,1.7,1011.3,64,3.3,10.48,7.0
156,광주,20141130,12.0,11.8,9.3,13.5,,,1.7,1002.9,85,10.0,1.68,0.0
156,광주,20141201,3.5,6.5,-1.6,2.5,0.3,0.3,3.0,1008.3,70,8.4,4.87,3.5
156,광주,20141202,-1.9,2.7,-4.3,3.5,7.3,7.0,1.9,1014.5,84,7.3,5.58,3.9
156,광주,20141203,2.8,4.0,-1.9,0.5,2.7,0.1,2.1,1012.8,72,8.4,5.66,2.8
156,광주,20141204,1.2,3.7,-1.3,6.0,5.0,5.0,2.1,1011.5,84,7.6,7.25,5.5
156,광주,20141205,-1.9,2.4,-4.7,3.5,7.9,3.0,2.1,1012.6,81,6.9,5.28,5.7
156,광주,20141206,-0.8,3.0,-4.9,0.5,3.7,0.3,1.6,1015.8,75,4.3,10.24,7.9
156,광주,20141207,1.1,3.2,-3.9,,,,1.7,1017.3,70,4.9,7.63,5.1
156,광주,20141208,1.7,3.7,-2.7,2.5,1.5,1.5,2.6,1020.7,74,4.6,7.90,6.6
156,광주,20141209,1.1,2.6,-8.9,,,,2.3,1025.1,50,2.6,11.38,8.6
156,광주,20141210,4.6,4.0,0.3,1.0,,,0.8,1016.5,74,8.8,3.89,1.2
156,광주,20141211,3.3,4.6,-1.8,0.5,,,2.2,1014.7,70,8.1,6.43,4.1
156,광주,20141212,0.8,1.6,-3.3,1.5,0.6,0.6,1.8,1015.4,75,7.1,5.88,2.6
156,광주,20141213,-0.7,2.9,-4.5,1.0,3.2,2.6,2.0,1017.9,76,6.8,7.33,6.0
156,광주,20141214,0.5,2.9,-6.6,0.0,0.0,0.0,2.1,1021.3,61,3.0,11.09,9.2
156,광주,20141215,4.0,3.5,-2.1,0.5,,,1.5,1016.9,67,8.1,7.59,4.6
156,광주,20141216,0.4,3.3,-2.8,8.1,5.8,5.8,2.1,1011.3,79,8.0,3.69,2.0
156,광주,20141217,-4.5,1.7,-7.4,2.5,7.9,2.5,2.4,1016.6,80,7.0,3.22,2.6
156,광주,20141218,-2.3,1.9,-11.9,0.0,7.9,0.0,2.8,1024.8,49,0.9,13.88,9.3
156,광주,20141219,0.4,1.4,-4.5,2.0,1.1,,0.6,1019.7,70,7.5,0.00,0.0
156,광주,20141220,2.1,2.9,-3.2,3.0,,,2.5,1013.6,70,8.1,0.00,0.0
156,광주,20141221,-1.5,0.9,-6.2,4.7,7.8,7.8,2.4,1015.0,72,7.1,0.00,0.0
156,광주,20141222,-0.1,1.4,-2.2,0.7,8.7,1.1,0.6,1017.0,85,6.9,0.00,0.0
156,광주,20141223,2.7,3.4,-1.7,,1.5,,1.0,1017.8,74,5.9,2.00,2.4
156,광주,20141224,4.7,4.1,-1.2,,,,1.7,1014.5,66,5.9,6.51,5.5
156,광주,20141225,1.3,2.2,-7.0,,,,3.4,1019.0,55,1.3,10.70,8.7
156,광주,20141226,-0.2,0.8,-10.7,,,,2.5,1021.3,47,1.0,11.23,9.1
156,광주,20141227,1.3,1.4,-6.9,,,,0.9,1020.7,57,1.4,10.68,9.1
156,광주,20141228,1.4,1.2,-4.4,,,,0.7,1013.7,67,5.4,6.29,2.0
156,광주,20141229,4.5,4.5,0.0,0.3,,,1.1,1007.8,73,7.3,7.64,6.1
156,광주,20141230,5.5,3.2,-3.7,,,,1.2,1009.7,57,0.0,9.85,8.5
156,광주,20141231,1.3,1.7,-3.9,2.7,0.4,0.4,2.0,1009.4,69,7.4,4.46,3.0
156,광주,20150101,-3.7,0.7,-7.1,5.0,8.4,8.0,1.9,1016.3,78,7.0,6.49,4.4
156,광주,20150102,-2.3,0.5,-5.7,4.6,12.8,8.6,1.3,1017.0,78,4.9,4.08,4.1
156,광주,20150103,-1.9,0.2,-6.7,,6.5,,0.9,1015.7,70,3.6,10.43,7.4
156,광주,20150104,3.4,3.3,-0.9,,2.3,,0.5,1010.1,75,1.4,9.64,8.2
156,광주,20150105,5.2,4.3,1.6,12.0,,,1.0,1007.8,80,7.3,7.03,3.9
156,광주,20150106,2.5,5.1,-5.7,1.5,,,2.7,1007.7,57,5.1,11.80,8.4
156,광주,20150107,-1.4,1.0,-11.7,,,,3.2,1013.9,46,3.8,11.43,9.1
156,광주,20150108,-0.3,1.0,-6.9,,,,1.8,1017.7,61,1.0,9.66,8.8
156,광주,20150109,2.0,1.6,-4.2,,,,1.0,1017.2,64,3.3,7.30,6.7
156,광주,20150110,3.0,3.2,-4.5,,,,1.3,1016.2,59,0.9,11.70,9.2
156,광주,20150111,1.4,2.2,-5.1,,,,1.5,1016.9,64,0.6,10.66,8.0
156,광주,20150112,-0.1,1.4,-10.9,,,,2.1,1025.1,46,0.0,12.09,9.3
156,광주,20150113,3.3,2.5,-5.5,,,,0.7,1024.3,53,5.8,8.93,5.2
156,광주,20150114,4.8,3.3,-2.0,,,,1.3,1017.0,61,10.0,2.06,0.0
156,광주,20150115,3.5,3.4,-4.7,,,,0.9,1013.9,57,1.6,8.56,6.6
156,광주,20150116,1.7,1.4,-2.2,0.5,,,0.9,1013.6,76,8.1,1.73,0.0
156,광주,20150117,0.2,2.7,-8.7,,,,2.5,1020.2,52,1.9,12.70,9.4
156,광주,20150118,0.3,0.5,-5.0,1.5,,,1.8,1015.5,69,5.4,10.33,6.5
156,광주,20150119,3.3,2.3,-4.4,,,,2.1,1015.5,58,4.3,9.04,6.7
156,광주,20150120,2.6,3.1,-6.5,,,,1.8,1018.0,53,4.4,11.34,8.5
156,광주,20150121,4.2,3.5,0.9,6.5,,,1.2,1012.5,80,10.0,1.31,0.0
156,광주,20150122,3.6,4.5,-0.4,,,,1.5,1010.4,76,8.3,4.61,1.6
156,광주,20150123,2.3,3.6,-2.5,,,,0.9,1014.4,72,1.4,10.68,8.2
156,광주,20150124,3.7,4.0,-2.3,,,,0.9,1017.6,67,4.0,11.27,7.8
156,광주,20150125,6.5,5.0,2.8,8.0,,,1.2,1014.9,78,9.5,5.04,0.3
156,광주,20150126,6.7,7.0,5.0,1.0,,,1.4,1011.3,89,9.8,1.55,0.0
156,광주,20150127,0.5,2.9,-6.2,,,,1.9,1016.1,61,4.0,9.77,6.4
156,광주,20150128,-1.5,2.1,-10.2,,,,2.1,1019.2,54,3.1,11.93,8.2
156,광주,20150129,0.0,0.0,-3.1,6.5,0.9,0.9,0.9,1017.3,81,9.5,2.02,0.0
156,광주,20150130,0.0,1.7,-5.9,0.1,1.0,0.1,2.5,1017.4,66,4.6,10.46,8.1
156,광주,20150131,-1.8,1.9,-10.2,0.0,,,2.7,1023.2,54,2.4,14.27,9.6
156,광주,20150201,-0.8,1.5,-9.7,,,,1.5,1023.8,55,0.4,14.60,9.9
156,광주,20150202,1.6,3.4,-7.6,,,,1.2,1022.1,53,2.8,12.70,8.5
156,광주,20150203,1.5,2.6,-5.9,,,,1.0,1020.0,60,4.9,11.68,8.6
156,광주,20150204,1.5,2.2,-3.1,,,,1.1,1015.1,72,5.5,6.09,2.8
156,광주,20150205,1.3,1.5,-4.7,0.4,1.1,1.1,1.4,1015.7,66,6.5,7.58,5.4
156,광주,20150206,2.5,4.0,-5.1,,,,1.5,1017.5,58,3.9,13.64,9.2
156,광주,20150207,2.5,2.6,-2.8,,,,0.9,1013.5,68,8.6,6.35,0.7
156,광주,20150208,-4.0,0.5,-11.5,0.0,,,3.4,1018.4,56,6.5,9.70,7.4
156,광주,20150209,-3.1,0.4,-12.4,0.0,,,2.2,1020.1,52,1.9,14.82,8.8
156,광주,20150210,3.6,3.8,-4.0,,,,2.4,1012.0,59,5.1,11.87,8.0
156,광주,20150211,5.6,3.7,-0.8,,,,2.1,1005.8,65,6.0,9.72,6.4
156,광주,20150212,1.5,2.5,-8.4,0.0,,,2.4,1006.9,49,1.9,12.74,9.3
156,광주,20150213,0.0,2.6,-10.4,,,,1.5,1012.4,46,0.4,15.49,10.1
156,광주,20150214,3.3,3.9,-3.7,,,,1.1,1014.0,62,1.5,13.88,9.6
156,광주,20150215,7.2,5.9,2.7,10.5,,,1.2,1011.0,74,9.8,1.97,0.0
156,광주,20150216,7.1,6.8,5.2,4.5,,,1.8,1005.5,88,10.0,1.07,0.0
156,광주,20150217,4.4,5.7,-1.4,0.0,,,1.9,1009.4,67,8.6,9.78,5.6
156,광주,20150218,2.5,3.2,-3.0,0.0,,,1.8,1013.6,67,9.4,2.76,0.0
156,광주,20150219,4.2,5.6,-4.4,,,,1.9,1017.8,53,1.6,15.76,9.9
156,광주,20150220,5.8,5.8,-1.3,,,,1.7,1017.2,63,3.9,13.62,8.1
156,광주,20150221,9.0,7.3,5.2,3.5,,,1.6,1008.8,78,9.9,1.76,0.0
156,광주,20150222,5.8,8.7,1.2,1.5,,,2.2,1009.7,74,7.9,10.70,6.0
156,광주,20150223,3.6,6.4,-4.3,,,,1.9,1011.9,58,4.8,14.68,7.4
156,광주,20150224,4.3,6.2,-8.0,,,,1.7,1010.6,45,3.8,16.14,8.7
156,광주,20150225,5.7,5.2,-4.5,,,,1.0,1010.7,48,9.3,5.54,0.6
156,광주,20150226,4.2,6.8,-5.3,,,,2.2,1012.1,53,4.9,13.64,7.9
156,광주,20150227,0.7,3.6,-10.2,,,,3.2,1018.4,45,4.5,15.05,9.5
156,광주,20150228,2.8,3.1,-5.2,3.5,,,2.8,1017.1,59,7.9,5.40,0.1
156,광주,20150301,3.3,5.6,-2.2,1.0,,,1.7,1012.3,69,6.4,9.72,5.1
156,광주,20150302,4.4,5.2,-7.1,,,,1.4,1011.5,48,1.5,18.70,10.5
156,광주,20150303,4.1,6.7,-0.8,4.0,,,1.5,1005.7,72,9.4,7.52,2.7
156,광주,20150304,0.4,3.8,-11.0,0.0,,,3.8,1014.2,43,4.4,17.56,9.5
156,광주,20150305,1.8,3.7,-10.6,,,,2.3,1017.1,42,4.5,15.92,6.6
156,광주,20150306,5.1,6.5,-5.6,,,,1.2,1014.8,48,2.3,16.01,9.1
156,광주,20150307,6.0,9.7,-6.7,,,,1.3,1014.6,45,2.1,17.82,10.7
156,광주,20150308,8.6,10.0,-6.4,,,,1.5,1013.7,38,4.1,17.54,9.8
156,광주,20150309,4.4,10.1,-5.8,0.5,,,2.8,1013.5,50,5.1,16.87,9.0
156,광주,20150310,-1.0,5.7,-11.8,0.0,,,3.5,1018.0,46,4.3,20.14,9.9
156,광주,20150311,3.9,5.6,-6.1,0.0,,,2.6,1014.5,50,4.0,16.87,10.3
156,광주,20150312,5.1,8.1,-9.0,,,,2.1,1012.8,40,2.3,19.87,10.5
156,광주,20150313,5.8,5.0,2.5,3.5,,,1.6,1011.7,80,8.5,1.68,0.0
156,광주,20150314,5.4,6.7,-4.8,,,,1.4,1015.0,53,4.4,17.44,8.4
156,광주,20150315,7.8,9.6,-6.6,,,,0.9,1013.7,41,4.1,16.66,8.7
156,광주,20150316,12.8,13.2,-2.9,,,,1.3,1011.7,37,2.4,17.95,9.9
156,광주,20150317,14.6,13.6,-0.6,,,,1.0,1008.3,40,5.5,15.80,6.9
156,광주,20150318,12.0,11.9,9.3,26.5,,,3.3,999.6,85,10.0,1.40,0.0
156,광주,20150319,13.4,16.0,8.3,1.0,,,2.5,1004.9,74,5.1,17.75,7.9
156,광주,20150320,13.6,14.6,4.0,,,,1.8,1009.1,55,6.6,15.06,6.5
156,광주,20150321,13.6,14.1,1.6,,,,1.9,1008.5,50,1.3,18.19,10.0
156,광주,20150322,10.1,12.2,-3.3,,,,2.2,1013.1,48,0.0,19.81,10.0
156,광주,20150323,5.8,9.0,-9.6,,,,2.8,1018.6,36,0.4,22.05,11.2
156,광주,20150324,5.7,9.6,-5.7,,,,1.5,1022.7,47,0.0,21.70,11.4
156,광주,20150325,6.5,10.4,-7.3,,,,1.3,1026.0,43,0.0,21.80,11.5
156,광주,20150326,8.4,12.2,-6.1,,,,1.5,1024.5,40,0.8,21.99,11.7
156,광주,20150327,9.9,10.6,-4.9,,,,1.4,1018.0,39,4.4,14.97,8.3
156,광주,20150328,11.4,11.9,-3.5,,,,1.7,1010.6,38,4.0,15.06,5.7
156,광주,20150329,13.2,15.6,2.2,,,,1.4,1009.0,49,2.3,18.39,9.4
156,광주,20150330,15.3,17.5,5.9,,,,2.2,1010.2,58,0.3,20.09,10.6
156,광주,20150331,15.2,13.6,11.4,0.0,,,1.6,1006.2,78,9.1,1.38,0.0
156,광주,20150401,16.0,17.7,12.7,0.0,,,1.6,1005.3,81,9.8,6.60,0.8
156,광주,20150402,15.6,16.6,11.1,4.0,,,4.2,998.5,75,7.4,14.41,6.3
156,광주,20150403,12.4,14.9,9.1,7.0,,,2.5,998.4,81,8.0,8.68,2.2
156,광주,20150404,12.7,13.5,8.5,26.0,,,2.0,1004.3,78,7.1,7.38,3.8
156,광주,20150405,12.5,13.7,10.7,4.5,,,1.4,1005.3,89,10.0,3.34,0.0
156,광주,20150406,11.0,12.4,7.4,6.0,,,1.7,1009.4,80,9.6,3.73,0.0
156,광주,20150407,8.1,11.8,2.1,,,,1.6,1014.9,67,8.6,13.49,3.7
156,광주,20150408,9.3,12.7,1.8,,,,1.5,1016.8,61,7.4,18.86,8.6
156,광주,20150409,10.8,14.6,2.2,,,,1.4,1016.0,58,6.0,20.17,10.0
156,광주,20150410,12.0,14.7,1.4,,,,1.6,1013.6,52,1.4,21.65,11.6
156,광주,20150411,14.0,16.0,0.8,,,,1.8,1016.6,45,1.6,22.37,11.2
156,광주,20150412,14.4,13.6,-1.1,0.0,,,1.9,1014.0,39,8.4,11.20,1.3
156,광주,20150413,11.6,13.1,5.8,7.5,,,3.5,1007.1,69,9.9,5.51,0.0
156,광주,20150414,7.8,10.5,4.3,14.5,,,1.7,1000.2,80,7.1,11.62,4.7
156,광주,20150415,12.5,15.3,5.3,0.5,,,2.4,1002.4,65,3.4,21.48,10.9
156,광주,20150416,11.7,11.7,5.7,0.5,,,2.2,1003.3,68,4.4,20.79,5.0
156,광주,20150417,12.1,14.6,-0.9,,,,1.7,1009.4,47,1.6,23.35,12.1
156,광주,20150418,15.2,14.3,-0.4,2.0,,,1.7,1006.3,41,8.0,13.51,4.5
156,광주,20150419,17.2,17.0,14.4,1.0,,,2.3,997.4,84,10.0,4.23,0.0
156,광주,20150420,13.5,14.9,12.1,10.5,,,1.7,997.4,92,9.0,2.16,0.0
156,광주,20150421,14.3,16.8,2.8,,,,1.3,1007.9,54,2.4,23.08,9.3
156,광주,20150422,13.9,15.4,3.3,,,,1.6,1011.2,53,2.4,21.83,11.2
156,광주,20150423,14.5,15.3,1.4,,,,1.8,1013.5,48,4.3,20.14,10.3
156,광주,20150424,15.7,17.0,5.0,,,,1.4,1011.8,51,3.5,19.48,10.6
156,광주,20150425,17.1,20.6,0.1,,,,1.3,1012.1,40,0.0,25.21,12.6
156,광주,20150426,18.5,21.6,1.7,,,,1.5,1011.4,37,0.0,24.45,12.3
156,광주,20150427,19.0,22.3,1.9,,,,1.8,1006.5,36,2.8,23.86,12.4
156,광주,20150428,17.0,17.5,12.8,22.5,,,2.2,1004.2,78,9.3,7.14,1.5
156,광주,20150429,17.8,19.3,13.9,39.0,,,2.1,1001.8,79,9.6,9.52,1.6
156,광주,20150430,19.6,20.9,13.3,,,,1.9,1004.4,69,6.3,15.00,4.9
156,광주,20150501,20.2,20.7,14.2,,,,1.5,1005.6,70,4.3,18.42,7.5
156,광주,20150502,20.2,21.1,13.7,3.4,,,2.3,1003.6,69,6.5,19.07,7.6
156,광주,20150503,18.2,19.1,15.6,7.7,,,1.5,997.7,86,10.0,3.40,0.0
156,광주,20150504,15.1,18.4,3.2,,,,2.3,1002.8,51,4.4,23.68,10.7
156,광주,20150505,14.1,17.6,0.5,,,,1.5,1004.2,43,1.9,26.85,12.6
156,광주,20150506,15.5,17.0,3.7,,,,1.5,1003.4,49,6.9,17.03,5.3
156,광주,20150507,17.5,21.5,1.7,,,,1.5,1004.6,40,0.9,25.54,12.0
156,광주,20150508,18.1,21.0,5.8,0.0,,,1.1,1005.1,47,6.3,20.43,8.1
156,광주,20150509,18.0,24.0,10.6,1.5,,,2.2,1004.6,65,4.5,23.19,9.3
156,광주,20150510,19.1,25.1,11.5,,,,1.6,1009.0,65,1.5,24.71,11.2
156,광주,20150511,17.6,18.8,12.1,19.0,,,3.2,1002.4,72,9.4,7.48,0.0
156,광주,20150512,15.8,19.5,9.3,10.5,,,4.4,996.1,67,4.1,24.42,11.7
156,광주,20150513,20.1,20.6,7.5,,,,4.4,1000.0,48,0.6,26.85,12.9
156,광주,20150514,22.1,22.4,12.9,,,,3.4,1000.6,58,6.8,19.92,6.8
156,광주,20150515,20.8,22.3,16.4,1.0,,,2.1,1001.1,77,8.6,12.03,1.8
156,광주,20150516,19.6,23.8,6.0,,,,2.0,1002.3,49,2.0,27.05,12.7
156,광주,20150517,19.2,21.1,3.5,,,,1.8,1002.9,40,6.1,21.07,9.2
156,광주,20150518,16.1,17.6,10.3,2.0,,,1.4,997.6,70,8.8,6.63,0.2
156,광주,20150519,18.8,23.2,13.2,,,,1.8,998.8,72,1.8,23.45,10.0
156,광주,20150520,17.3,24.6,6.3,,,,1.9,1001.4,53,1.4,28.02,13.2
156,광주,20150521,18.7,24.9,6.5,,,,1.4,1006.9,50,3.9,27.16,12.0
156,광주,20150522,21.2,27.6,7.0,,,,1.6,1006.3,44,7.6,22.66,8.9
156,광주,20150523,20.9,26.1,9.1,,,,1.4,1003.0,50,8.0,14.67,5.2
156,광주,20150524,21.1,28.6,6.8,,,,1.3,1000.5,44,2.8,26.80,13.1
156,광주,20150525,20.7,28.6,4.8,,,,1.2,1001.5,38,0.0,27.67,13.4
156,광주,20150526,22.6,30.2,6.7,,,,1.4,1003.3,41,2.3,28.19,13.3
156,광주,20150527,23.6,31.2,8.0,,,,1.5,1001.9,40,4.3,26.95,11.6
156,광주,20150528,24.2,30.7,9.0,,,,2.0,1000.6,42,3.1,24.53,9.8
156,광주,20150529,23.9,31.5,10.4,0.0,,,1.2,999.4,45,5.5,23.64,11.3
156,광주,20150530,19.2,22.0,14.6,3.5,,,2.2,997.2,75,7.5,11.22,2.7
156,광주,20150531,21.8,27.9,13.9,,,,2.0,1000.0,63,2.9,25.12,10.6
156,광주,20150601,23.1,29.8,13.6,,,,1.5,1002.0,59,5.4,25.55,12.0
156,광주,20150602,21.6,25.6,15.1,,,,1.2,999.8,67,9.1,9.81,0.7
156,광주,20150603,22.4,31.4,7.0,,,,3.2,999.6,41,4.6,28.13,11.7
156,광주,20150604,23.3,30.1,5.7,,,,1.7,1002.1,34,4.9,25.49,10.4
156,광주,20150605,18.3,22.8,9.8,1.5,,,1.9,998.6,59,6.3,14.71,5.8
156,광주,20150606,21.0,28.7,11.1,,,,2.5,1004.5,56,1.8,25.38,12.6
156,광주,20150607,21.6,28.1,10.3,,,,2.5,1005.4,51,7.1,23.21,8.8
156,광주,20150608,19.8,22.0,16.1,3.5,,,1.3,999.4,80,9.0,5.68,0.0
156,광주,20150609,22.5,28.0,15.9,,,,1.1,999.0,69,6.8,20.78,8.2
156,광주,20150610,24.4,30.3,14.2,,,,2.2,999.5,56,6.1,24.76,12.8
156,광주,20150611,23.1,24.9,18.0,0.2,,,2.4,994.6,74,9.9,7.29,0.4
156,광주,20150612,25.7,32.8,13.0,,,,3.1,996.6,51,2.8,25.70,11.4
156,광주,20150613,24.3,28.6,15.4,,,,2.6,998.9,59,6.8,13.80,3.7
156,광주,20150614,21.7,24.7,17.1,33.5,,,2.2,999.5,76,7.4,10.53,4.0
156,광주,20150615,23.8,26.6,18.4,,,,1.3,999.2,74,8.1,16.31,4.6
156,광주,20150616,23.3,24.9,17.6,0.0,,,1.5,997.3,72,7.1,17.76,7.4
156,광주,20150617,21.3,22.5,17.0,0.0,,,1.9,996.5,77,9.5,5.43,0.1
156,광주,20150618,24.1,29.7,16.9,0.0,,,1.9,996.5,67,7.9,22.99,9.8
156,광주,20150619,23.7,32.1,18.9,,,,1.5,1000.1,76,6.9,20.55,6.2
156,광주,20150620,20.4,22.0,18.7,12.5,,,1.7,1001.0,90,9.6,8.35,0.5
156,광주,20150621,21.8,24.0,17.8,0.0,,,1.6,1001.7,79,7.1,13.85,2.3
156,광주,20150622,22.5,26.5,17.2,,,,1.7,1002.2,74,6.8,22.93,6.9
156,광주,20150623,24.3,28.2,17.9,,,,1.3,1002.2,69,6.8,20.91,7.8
156,광주,20150624,23.3,26.0,18.5,0.0,,,1.1,1000.6,75,8.4,10.22,0.3
156,광주,20150625,22.2,24.8,19.2,19.7,,,1.0,993.8,85,9.5,9.10,0.2
156,광주,20150626,21.9,24.0,20.1,8.8,,,2.1,988.3,90,9.8,9.33,1.3
156,광주,20150627,21.7,25.1,19.2,0.3,,,1.5,998.1,86,9.5,10.04,0.7
156,광주,20150628,24.0,27.0,19.3,0.0,,,1.8,1001.4,78,5.8,26.59,9.8
156,광주,20150629,24.0,27.3,19.8,,,,1.5,999.0,79,9.0,15.62,2.2
156,광주,20150630,20.2,22.9,19.2,16.1,,,1.6,990.7,95,10.0,5.19,0.0
156,광주,20150701,22.5,25.6,18.5,0.2,,,1.4,989.8,80,5.3,23.99,9.0
156,광주,20150702,22.9,27.7,17.5,,,,1.6,994.4,75,4.9,25.36,9.0
156,광주,20150703,23.8,28.8,16.3,,,,1.3,997.9,66,7.4,23.84,7.6
