id,city,date,temperature,groundSurface,dewPoint,rainfull,snow,newestSnow,windSpeed,pressure,humidity,cloud,solarRadiation,sunshine
108,서울,20140103,2.3,0.1,-6.2,,,,2.5,1006.9,54,4.6,4.69,2.7
108,서울,20140104,-0.1,-0.2,-10.3,,,,2.4,1008.8,47,0.9,8.14,8.7
108,서울,20140105,-0.8,-0.7,-10.7,,,,1.9,1013.1,48,2.1,7.08,8.0
108,서울,20140106,0.8,-0.5,-8.6,,,,1.6,1017.3,50,3.1,7.90,8.1
108,서울,20140107,3.0,0.5,-4.9,0.0,,,1.7,1014.6,56,8.5,3.36,0.0
108,서울,20140108,0.5,1.3,-7.8,0.0,,,3.3,1010.9,57,7.4,5.59,3.5
108,서울,20140109,-7.8,-4.0,-24.3,,,,3.6,1017.9,26,0.0,10.06,9.3
108,서울,20140110,-4.7,-3.1,-14.2,0.0,,,2.0,1020.6,49,3.1,6.91,4.4
108,서울,20140111,-1.7,-2.1,-14.7,,,,1.9,1020.4,44,4.5,7.57,6.4
108,서울,20140112,-2.4,-2.0,-13.8,0.0,,,3.4,1017.6,44,2.5,7.08,6.4
108,서울,20140113,-6.2,-5.0,-23.1,,,,2.9,1021.8,26,0.0,10.16,9.3
108,서울,20140114,-4.3,-4.2,-18.4,,,,2.2,1022.2,34,0.0,9.24,9.1
108,서울,20140115,-2.9,-3.6,-14.3,,,,1.7,1021.7,42,0.9,9.09,9.0
108,서울,20140116,0.1,-0.9,-6.9,,,,1.9,1018.1,60,6.8,4.14,1.1
108,서울,20140117,-0.1,-1.4,-8.7,,,,1.6,1015.9,56,1.8,6.69,6.2
108,서울,20140118,-2.2,-2.0,-13.7,,,,3.1,1016.9,42,0.4,9.57,8.4
108,서울,20140119,-2.6,-2.7,-13.4,0.0,,,1.9,1017.7,45,4.9,8.33,6.2
108,서울,20140120,-1.5,-0.2,-3.9,5.3,5.3,5.3,3.2,1008.6,83,9.6,2.55,0.0
108,서울,20140121,-5.5,-0.5,-11.4,0.7,6.1,0.8,2.4,1014.5,63,5.3,5.38,3.1
108,서울,20140122,-3.9,-1.5,-10.8,,4.5,,1.6,1018.0,60,1.0,9.60,9.0
108,서울,20140123,-0.8,-1.3,-6.6,,3.8,,2.1,1015.7,66,3.4,7.56,5.8
108,서울,20140124,3.0,0.2,-3.0,,2.5,,2.6,1010.3,64,8.5,3.09,0.0
108,서울,20140125,4.2,1.6,-0.1,3.0,,,2.4,1006.2,74,7.0,1.43,0.0
108,서울,20140126,-2.1,0.0,-13.4,,,,2.7,1016.9,42,0.0,11.50,9.5
108,서울,20140127,0.2,-0.4,-10.5,,,,2.6,1013.4,48,1.6,9.88,8.7
108,서울,20140128,1.5,1.2,-8.6,0.5,,,2.9,1013.8,53,3.6,10.74,8.1
108,서울,20140129,2.2,0.0,-11.0,,,,2.2,1011.1,40,4.3,10.45,7.9
108,서울,20140130,4.0,1.9,-2.8,3.5,,,3.0,1005.4,66,5.8,1.93,0.9
108,서울,20140131,1.3,0.4,-16.5,,,,2.2,1013.0,26,1.0,10.25,9.2
108,서울,20140201,4.9,1.3,-3.1,11.0,,,3.4,1005.0,64,9.6,0.49,0.0
108,서울,20140202,4.9,3.8,3.6,0.5,,,2.0,1000.0,92,8.9,1.84,0.0
108,서울,20140203,-3.5,-0.1,-16.3,,,,4.3,1007.0,39,2.6,8.03,4.6
108,서울,20140204,-7.4,-3.0,-23.8,,,,3.4,1014.6,26,0.1,12.80,9.7
108,서울,20140205,-4.8,-2.0,-21.1,,,,2.0,1018.1,28,4.5,10.96,7.2
108,서울,20140206,-1.3,-0.4,-17.0,,,,1.7,1015.5,30,5.0,9.68,6.7
108,서울,20140207,2.4,0.6,-8.0,0.0,,,4.8,1010.0,47,8.4,9.00,5.2
108,서울,20140208,0.2,0.8,-3.0,4.3,5.8,5.8,4.3,1006.8,79,9.8,4.73,0.9
108,서울,20140209,-1.6,0.1,-5.2,0.2,5.8,0.2,2.7,1010.8,77,8.0,4.89,1.6
108,서울,20140210,-0.1,0.2,-8.4,0.2,4.0,0.5,2.5,1015.1,55,4.5,10.12,6.0
108,서울,20140211,0.2,0.9,-11.6,,,,3.2,1015.9,42,0.8,13.48,9.7
108,서울,20140212,1.2,0.6,-8.3,0.0,,,2.5,1017.8,49,4.4,8.68,5.1
108,서울,20140213,1.9,1.6,-9.0,,,,2.2,1019.6,46,5.6,10.77,6.5
108,서울,20140214,2.7,2.0,-7.7,,,,3.1,1017.4,47,4.0,10.28,6.8
108,서울,20140215,2.7,3.1,-5.8,,,,2.7,1016.5,55,0.4,13.19,9.8
108,서울,20140216,2.8,2.9,-6.2,,,,1.7,1017.8,53,5.8,8.75,2.9
108,서울,20140217,4.2,2.9,-6.8,,,,2.0,1016.5,46,6.4,8.25,3.2
108,서울,20140218,2.5,2.5,-8.2,,,,3.5,1016.3,46,5.3,8.72,3.1
108,서울,20140219,2.1,2.5,-8.0,,,,2.6,1015.7,49,3.5,11.18,8.1
108,서울,20140220,1.2,2.9,-5.8,,,,2.8,1016.5,62,0.9,11.19,7.8
108,서울,20140221,0.9,2.9,-9.7,,,,2.6,1019.5,49,0.0,14.18,10.1
108,서울,20140222,2.2,2.6,-8.1,,,,2.1,1020.5,49,1.4,12.29,9.4
108,서울,20140223,3.1,3.1,-6.9,,,,2.1,1020.2,51,0.0,10.62,7.3
108,서울,20140224,4.1,3.6,-3.7,,,,2.3,1018.8,58,0.0,10.25,6.3
108,서울,20140225,5.7,5.0,-2.0,,,,2.0,1017.9,60,0.0,11.77,8.0
108,서울,20140226,8.4,5.8,-3.9,,,,1.9,1013.6,45,1.0,12.87,8.2
108,서울,20140227,7.7,6.7,-0.8,,,,2.8,1010.0,55,4.8,9.59,5.4
108,서울,20140228,6.7,5.9,-1.1,,,,2.3,1011.0,59,6.3,9.80,4.3
108,서울,20140301,6.0,6.8,-1.1,,,,2.6,1008.0,61,8.1,7.94,1.0
108,서울,20140302,4.5,5.6,-7.0,,,,3.0,1011.0,46,0.6,16.06,10.5
108,서울,20140303,5.2,5.0,-9.7,,,,2.0,1016.0,34,0.0,14.41,10.4
108,서울,20140304,6.3,6.0,-5.0,,,,2.9,1011.8,48,5.5,11.23,6.3
108,서울,20140305,1.4,4.4,-10.3,0.0,,,4.4,1013.0,45,0.5,16.73,10.7
108,서울,20140306,0.3,1.5,-10.9,0.0,,,3.6,1016.5,43,1.9,12.73,9.6
108,서울,20140307,-0.6,3.4,-11.6,,,,3.8,1019.1,46,1.8,16.53,10.6
108,서울,20140308,2.0,3.6,-6.6,,,,2.5,1014.1,55,5.1,11.88,7.4
108,서울,20140309,1.4,4.2,-8.3,2.2,1.9,1.9,3.6,1010.4,56,3.4,16.03,9.9
108,서울,20140310,1.5,4.2,-8.2,,,,3.0,1015.8,50,0.0,17.39,11.1
108,서울,20140311,4.5,3.8,-1.9,,,,2.8,1015.2,65,2.5,10.41,4.3
108,서울,20140312,6.9,6.5,2.8,0.2,,,1.5,1006.9,76,8.6,3.81,0.9
108,서울,20140313,5.2,5.1,-3.4,0.0,,,4.0,1003.6,55,7.6,7.00,0.8
108,서울,20140314,3.4,5.0,-5.0,,,,3.6,1008.5,55,1.0,15.46,10.5
108,서울,20140315,6.8,7.6,0.6,,,,4.0,1008.4,67,1.1,12.89,7.0
108,서울,20140316,11.3,12.2,5.1,,,,2.3,1010.0,68,3.0,14.40,7.3
108,서울,20140317,12.6,12.3,8.8,0.5,,,3.5,1006.7,79,6.5,9.26,5.4
108,서울,20140318,10.5,13.5,5.8,0.4,,,3.5,1004.8,75,6.3,12.35,7.1
108,서울,20140319,9.6,10.3,3.3,,,,2.9,1006.3,66,7.1,6.59,0.1
108,서울,20140320,6.3,8.1,1.1,0.4,,,3.2,1003.7,71,6.8,8.03,4.1
108,서울,20140321,5.9,10.3,-4.3,,,,3.4,1009.5,53,0.3,19.00,11.4
108,서울,20140322,8.6,11.2,1.3,,,,2.5,1012.8,64,1.0,16.08,9.9
108,서울,20140323,9.6,12.3,2.4,,,,3.0,1016.9,64,0.0,15.45,10.1
108,서울,20140324,10.9,12.2,3.3,0.0,,,3.5,1011.8,61,5.9,14.77,7.7
108,서울,20140325,14.6,15.2,10.2,0.0,,,2.7,1004.6,76,10.0,7.76,0.7
108,서울,20140326,15.4,16.8,8.2,0.0,,,2.8,1000.1,65,5.4,12.46,6.4
108,서울,20140327,13.5,16.1,7.3,,,,2.8,1006.3,69,0.9,14.14,7.9
108,서울,20140328,16.6,20.4,6.8,,,,2.6,1006.4,57,5.5,14.67,7.0
108,서울,20140329,15.0,14.6,9.8,3.5,,,2.5,998.7,73,9.5,3.49,0.0
108,서울,20140330,14.9,17.2,7.5,0.0,,,3.1,999.7,64,2.9,18.50,10.7
108,서울,20140331,14.5,15.4,2.8,,,,2.3,1005.8,49,3.1,14.60,7.9
108,서울,20140401,15.6,17.9,-1.2,,,,2.4,1005.6,34,2.4,17.51,10.4
108,서울,20140402,15.5,17.9,-2.8,,,,2.7,1006.4,30,4.3,17.06,10.1
108,서울,20140403,10.2,10.5,3.1,0.5,,,3.1,1003.2,63,8.0,4.78,0.0
108,서울,20140404,6.6,12.5,-2.9,,,,3.4,1003.0,53,3.8,18.75,10.0
108,서울,20140405,6.2,11.6,-1.4,0.0,,,3.0,1003.9,61,3.5,16.45,8.2
108,서울,20140406,7.4,13.8,-3.1,,,,4.0,1009.6,51,0.5,21.58,12.1
108,서울,20140407,10.3,15.3,3.5,,,,3.4,1008.0,65,3.4,17.59,9.3
108,서울,20140408,11.9,17.6,3.2,,,,2.6,1007.7,61,0.0,20.03,11.5
108,서울,20140409,10.3,15.2,7.7,,,,3.0,1007.1,85,5.8,14.69,6.5
108,서울,20140410,12.5,17.1,6.9,,,,2.4,1008.4,72,5.9,14.68,7.7
108,서울,20140411,13.6,18.0,7.7,,,,2.8,1008.7,70,5.3,16.10,7.5
108,서울,20140412,14.3,15.5,8.5,,,,1.7,1007.3,69,9.4,6.29,0.0
108,서울,20140413,17.2,20.9,7.6,,,,2.2,1006.5,55,6.4,15.96,7.2
108,서울,20140414,16.3,20.8,6.2,,,,2.7,1009.7,53,0.5,18.66,10.6
108,서울,20140415,12.9,18.3,9.3,,,,3.2,1009.0,80,4.1,15.62,6.7
108,서울,20140416,14.0,17.5,10.6,,,,1.8,1005.5,81,6.8,5.67,1.7
108,서울,20140417,14.7,16.9,7.6,3.0,,,1.9,1003.0,67,6.9,11.60,4.4
108,서울,20140418,15.9,19.7,7.4,,,,2.6,1005.4,60,4.3,17.54,8.2
108,서울,20140419,14.0,17.2,5.1,,,,4.5,1009.3,56,7.9,11.47,1.3
108,서울,20140420,14.6,22.4,4.6,,,,3.4,1007.3,54,3.1,21.22,11.3
108,서울,20140421,15.1,21.8,4.9,,,,3.0,1005.1,55,3.9,19.82,10.8
108,서울,20140422,16.0,21.8,2.0,,,,2.8,1005.2,43,2.1,18.92,10.5
108,서울,20140423,17.2,24.1,5.3,,,,2.5,1007.6,49,0.0,20.88,11.8
108,서울,20140424,18.6,24.1,5.5,,,,2.0,1011.1,49,0.6,19.56,9.7
108,서울,20140425,19.0,23.6,1.3,,,,2.2,1012.7,33,0.4,20.37,11.5
108,서울,20140426,18.7,23.2,3.9,,,,2.4,1012.2,39,7.9,13.94,5.0
108,서울,20140427,15.6,16.9,13.2,8.5,,,2.3,1010.2,87,10.0,6.56,0.2
108,서울,20140428,13.6,13.9,12.1,13.5,,,4.6,1004.0,92,10.0,4.88,0.0
108,서울,20140429,15.0,15.6,9.2,5.5,,,4.0,1000.3,70,9.3,11.74,2.2
108,서울,20140430,16.1,16.7,8.5,0.0,,,2.1,999.9,62,5.9,15.08,6.8
108,서울,20140501,16.0,19.3,7.7,,,,3.2,1003.3,61,0.0,22.20,12.0
108,서울,20140502,15.7,19.0,9.6,1.0,,,3.6,1002.4,71,6.0,16.31,7.9
108,서울,20140503,13.1,19.7,3.7,,,,3.9,1008.3,55,1.3,24.92,13.1
108,서울,20140504,12.3,15.9,3.6,0.2,,,3.8,1004.6,58,5.8,16.66,5.8
108,서울,20140505,11.3,18.3,2.2,,,,5.1,1006.7,57,1.3,24.01,12.8
108,서울,20140506,13.1,20.2,0.1,,,,3.4,1007.5,46,0.0,24.09,12.6
108,서울,20140507,15.7,21.1,3.7,2.0,,,3.8,1002.6,48,6.4,20.91,10.4
108,서울,20140508,14.5,17.4,11.5,4.0,,,4.2,1000.6,84,5.4,13.37,6.7
108,서울,20140509,16.8,21.2,7.6,,,,2.0,1007.6,61,0.3,22.53,11.5
108,서울,20140510,20.5,24.7,6.7,,,,2.1,1009.8,43,0.6,23.58,12.4
108,서울,20140511,18.9,19.5,8.0,23.0,,,3.4,1001.0,54,8.3,8.26,0.8
108,서울,20140512,16.4,19.1,12.4,10.0,,,5.2,995.2,79,5.9,16.56,7.5
108,서울,20140513,19.2,20.6,13.0,,,,4.0,996.9,70,1.9,22.13,11.7
108,서울,20140514,19.6,23.4,10.6,,,,3.5,992.0,59,3.4,23.18,11.6
108,서울,20140515,18.2,24.5,11.4,0.3,,,4.0,990.9,67,2.6,23.55,11.3
108,서울,20140516,19.0,24.1,7.0,,,,2.9,998.3,50,1.0,22.87,12.0
108,서울,20140517,20.0,24.1,8.3,,,,2.3,1001.9,48,3.6,20.42,12.3
108,서울,20140518,20.3,25.8,9.0,,,,2.4,1002.8,50,1.8,22.57,12.6
108,서울,20140519,20.0,25.3,10.4,,,,2.3,1002.4,55,4.4,19.95,8.5
108,서울,20140520,21.5,25.2,8.3,,,,2.2,996.4,45,5.6,17.56,6.2
108,서울,20140521,20.1,28.3,13.0,,,,3.7,996.6,65,2.4,24.14,12.0
108,서울,20140522,20.9,28.1,12.7,,,,2.5,1001.8,63,0.5,23.62,12.5
108,서울,20140523,22.0,27.9,15.5,,,,2.9,1007.5,68,3.0,19.11,8.8
108,서울,20140524,21.3,26.3,14.9,,,,2.3,1006.7,69,7.8,14.66,5.0
108,서울,20140525,20.5,22.2,16.2,21.0,,,2.4,998.6,79,10.0,6.72,0.0
108,서울,20140526,19.4,21.6,12.2,1.5,,,4.0,992.3,67,4.4,21.68,9.4
108,서울,20140527,22.8,24.3,11.4,,,,4.2,989.9,50,0.8,23.20,12.1
108,서울,20140528,24.0,26.6,15.7,,,,2.5,990.3,61,1.5,20.12,9.4
108,서울,20140529,23.2,28.1,12.3,,,,2.8,996.9,55,0.9,23.84,12.4
108,서울,20140530,24.8,29.3,10.4,,,,2.1,1000.2,43,0.1,22.85,12.0
108,서울,20140531,26.2,30.7,14.5,,,,2.6,1002.5,50,1.3,22.25,10.7
108,서울,20140601,24.7,27.6,15.5,,,,1.9,1001.8,58,8.0,13.81,4.2
108,서울,20140602,22.6,23.6,17.3,2.0,,,2.2,998.1,74,10.0,5.17,0.1
108,서울,20140603,18.7,19.7,17.8,33.0,,,3.5,996.2,95,8.6,5.27,0.0
108,서울,20140604,22.8,23.5,14.9,,,,4.3,995.5,62,6.5,20.18,7.9
108,서울,20140605,22.9,23.5,14.3,,,,2.9,995.0,59,7.6,12.01,0.6
108,서울,20140606,24.4,28.6,15.3,,,,2.4,994.8,59,1.4,24.30,12.1
108,서울,20140607,23.5,27.4,16.3,,,,2.4,994.8,65,6.0,15.83,6.1
108,서울,20140608,21.4,24.3,16.7,,,,3.0,996.7,75,8.0,11.82,2.8
108,서울,20140609,22.9,26.8,16.8,,,,2.3,999.4,71,5.9,16.88,8.6
108,서울,20140610,23.6,26.4,17.8,5.5,,,2.1,999.5,72,6.3,15.19,6.5
108,서울,20140611,20.5,22.9,18.0,19.0,,,1.9,996.4,87,9.1,11.08,4.3
108,서울,20140612,21.2,24.3,15.9,0.1,,,2.8,992.4,74,6.8,20.56,8.7
108,서울,20140613,21.3,23.4,17.4,0.0,,,2.9,993.9,79,6.4,12.33,4.8
108,서울,20140614,22.5,26.3,16.7,,,,3.3,997.1,72,3.9,23.48,12.0
108,서울,20140615,23.2,28.3,16.9,,,,3.3,996.8,70,4.5,24.57,11.6
108,서울,20140616,23.9,27.7,16.7,,,,2.5,995.9,66,6.6,19.62,10.9
108,서울,20140617,24.5,27.8,18.5,3.5,,,1.9,994.7,72,7.8,15.40,5.3
108,서울,20140618,24.4,26.8,18.4,0.1,,,3.0,994.4,71,5.4,19.31,9.7
108,서울,20140619,22.5,24.6,18.6,0.0,,,3.5,996.0,79,8.0,9.02,2.7
108,서울,20140620,24.2,25.5,19.4,1.5,,,1.6,997.9,77,9.1,10.49,1.7
108,서울,20140621,23.1,25.0,19.3,8.5,,,2.7,998.0,81,8.8,13.26,1.0
108,서울,20140622,23.7,25.4,18.5,0.4,,,1.8,997.0,74,8.0,15.45,5.8
108,서울,20140623,21.0,22.6,19.4,24.5,,,1.4,996.2,91,7.8,6.62,1.5
108,서울,20140624,22.9,24.9,17.7,,,,2.4,996.4,75,4.8,18.44,9.7
108,서울,20140625,23.8,24.9,18.5,,,,2.3,998.4,74,6.3,15.52,5.1
108,서울,20140626,24.4,27.8,17.6,,,,2.4,997.4,68,5.9,19.65,10.5
108,서울,20140627,24.1,29.2,18.9,,,,2.8,995.1,75,5.4,20.09,9.8
108,서울,20140628,23.8,28.8,18.1,0.0,,,3.8,992.8,72,7.1,17.04,7.4
108,서울,20140629,24.1,27.5,18.1,,,,2.1,995.1,70,6.9,12.25,3.2
108,서울,20140630,25.3,32.0,18.5,,,,2.7,998.4,68,3.4,20.77,10.3
108,서울,20140701,26.0,28.7,19.1,,,,2.1,999.8,68,3.6,15.20,8.0
108,서울,20140702,25.7,30.7,21.0,20.5,,,2.5,997.1,77,8.4,14.33,3.7
108,서울,20140703,22.6,23.2,19.9,2.0,,,2.8,992.0,86,9.6,6.07,0.9
108,서울,20140704,26.8,29.9,18.4,,,,2.4,996.5,62,4.1,22.25,11.3
108,서울,20140705,25.7,27.9,19.8,,,,2.1,1000.0,70,6.1,14.19,3.9
108,서울,20140706,25.7,30.8,18.5,,,,2.1,996.5,66,6.4,18.73,7.2
108,서울,20140707,27.1,34.1,18.3,,,,2.3,995.6,61,2.5,24.84,13.2
108,서울,20140708,25.9,27.6,20.6,0.2,,,1.9,996.7,73,7.6,8.31,3.6
108,서울,20140709,27.6,29.2,23.3,0.5,,,2.2,992.3,78,9.4,11.03,2.5
108,서울,20140710,28.9,33.2,18.7,,,,2.9,986.0,58,6.3,21.70,10.1
108,서울,20140711,27.1,33.8,18.6,,,,4.0,990.5,63,2.3,28.64,12.0
108,서울,20140712,25.3,30.4,20.2,,,,3.2,993.8,74,7.4,,0.8
108,서울,20140713,25.4,30.6,20.0,,,,3.3,993.2,73,7.8,,5.9
108,서울,20140714,26.4,31.2,20.2,,,,3.3,997.9,71,4.8,,9.2
108,서울,20140715,26.8,31.6,20.3,,,,2.4,999.9,69,7.0,,3.8
108,서울,20140716,26.6,31.2,19.8,,,,2.7,1000.0,68,5.6,,7.0
108,서울,20140717,25.9,29.8,21.1,0.2,,,3.1,1001.2,76,8.4,,3.2
108,서울,20140718,26.1,28.3,22.2,1.5,,,2.6,1001.5,81,7.6,,5.8
108,서울,20140719,27.0,29.0,23.0,,,,2.4,1002.3,80,9.0,,0.2
108,서울,20140720,27.9,32.4,22.8,,,,2.6,1001.1,76,6.4,,5.5
108,서울,20140721,27.3,30.4,22.0,,,,3.0,998.7,74,6.0,,7.0
108,서울,20140722,25.9,27.1,22.7,16.5,,,4.4,996.6,84,9.8,,0.0
108,서울,20140723,23.6,25.0,21.7,55.0,,,3.2,995.4,90,10.0,5.93,0.7
108,서울,20140724,21.9,23.2,20.5,48.0,,,2.0,997.1,93,9.3,6.82,1.3
108,서울,20140725,27.5,28.3,23.6,59.5,,,2.9,994.2,82,9.5,12.36,4.9
108,서울,20140726,22.6,22.9,20.0,2.5,,,6.4,996.9,86,9.3,3.48,0.8
108,서울,20140727,25.0,26.1,20.0,,,,1.9,1000.6,75,4.0,14.61,6.8
108,서울,20140728,26.6,27.2,20.5,,,,1.9,998.8,72,5.0,17.34,7.6
108,서울,20140729,26.5,28.1,20.0,,,,2.5,999.5,68,5.4,18.86,9.8
108,서울,20140730,28.6,31.7,22.5,,,,2.2,1000.6,71,6.5,15.40,8.1
108,서울,20140731,28.6,32.0,23.7,1.5,,,2.1,1000.2,76,6.8,15.93,7.9
108,서울,20140801,30.2,31.8,22.0,,,,2.6,997.7,63,4.9,18.08,9.5
108,서울,20140802,31.4,32.9,21.1,0.0,,,3.9,992.4,55,8.0,16.96,6.6
108,서울,20140803,26.5,26.7,24.0,13.0,,,4.2,987.2,88,9.6,7.02,1.0
108,서울,20140804,26.4,27.6,25.1,6.5,,,2.1,989.3,93,9.0,7.22,0.9
108,서울,20140805,26.6,27.8,24.2,0.0,,,3.2,994.2,88,8.0,6.81,1.6
108,서울,20140806,24.4,25.8,23.0,10.5,,,2.2,996.1,92,10.0,3.94,0.0
108,서울,20140807,24.7,25.6,23.0,0.2,,,1.5,996.8,91,7.9,6.26,0.7
108,서울,20140808,26.1,27.0,17.8,,,,3.8,998.3,62,2.1,19.64,11.7
108,서울,20140809,26.5,29.6,14.3,,,,4.6,996.3,48,4.6,22.35,11.5
108,서울,20140810,23.4,25.5,19.3,42.5,,,2.6,991.1,79,8.3,6.66,0.7
108,서울,20140811,23.7,26.9,19.3,,,,2.2,992.2,78,4.5,19.44,12.0
108,서울,20140812,25.8,27.9,21.2,,,,2.7,994.7,78,5.6,16.57,10.0
108,서울,20140813,24.2,24.8,19.4,0.0,,,2.1,998.9,75,9.4,6.14,0.0
108,서울,20140814,22.3,22.7,18.3,0.5,,,2.0,999.5,79,9.3,4.32,0.2
108,서울,20140815,24.9,26.2,19.4,,,,1.7,998.8,73,5.3,12.53,6.4
108,서울,20140816,26.1,28.4,20.8,,,,1.8,1000.1,74,5.1,15.50,8.8
108,서울,20140817,24.0,24.2,20.5,3.0,,,1.9,1002.4,81,9.6,3.20,0.0
108,서울,20140818,22.3,23.9,20.4,11.5,,,3.1,999.5,90,10.0,6.42,0.5
108,서울,20140819,22.3,23.3,21.6,4.5,,,1.5,1000.2,97,9.8,4.37,0.4
108,서울,20140820,24.8,26.0,22.1,0.5,,,1.1,1000.6,86,9.9,6.74,1.0
108,서울,20140821,23.1,24.1,22.4,46.5,,,2.4,997.0,97,9.6,4.94,0.2
108,서울,20140822,24.7,26.4,21.4,15.0,,,3.1,1000.5,83,7.9,13.56,7.7
108,서울,20140823,25.2,26.6,21.1,0.5,,,2.7,1000.1,80,7.6,12.29,6.3
108,서울,20140824,25.6,27.2,20.5,0.1,,,1.3,998.8,76,8.1,15.04,7.0
108,서울,20140825,25.9,26.4,20.2,0.0,,,3.0,997.4,72,9.3,8.43,1.2
108,서울,20140826,25.4,28.5,19.5,11.5,,,2.5,1001.2,71,6.3,11.38,3.8
108,서울,20140827,24.6,25.5,17.8,,,,2.8,1005.3,67,6.6,14.77,8.7
108,서울,20140828,25.1,26.4,17.7,,,,2.2,1006.3,65,1.6,18.41,11.2
108,서울,20140829,25.2,27.7,19.3,6.5,,,1.8,1005.2,72,4.5,14.21,7.8
108,서울,20140830,24.6,26.3,18.6,,,,1.9,1004.6,72,2.4,17.60,9.7
108,서울,20140831,24.1,25.8,17.5,,,,1.4,1003.6,69,6.3,12.18,3.6
108,서울,20140901,24.1,25.4,18.6,1.5,,,1.5,1003.9,73,6.1,13.60,6.2
108,서울,20140902,23.1,24.3,17.9,6.0,,,2.5,1001.9,74,8.5,10.67,2.6
108,서울,20140903,19.1,20.6,19.0,57.5,,,3.4,993.1,100,9.8,2.57,0.0
108,서울,20140904,22.4,25.5,18.3,,,,2.5,998.3,79,3.6,17.14,11.9
108,서울,20140905,23.8,25.8,18.8,,,,2.1,1002.7,76,5.5,16.45,7.9
108,서울,20140906,25.2,27.5,18.0,,,,1.8,1002.1,67,3.5,18.51,9.9
108,서울,20140907,25.3,28.2,19.4,,,,1.6,998.9,72,2.6,17.29,9.6
108,서울,20140908,24.8,28.5,19.6,,,,2.5,997.0,75,2.6,17.27,11.1
108,서울,20140909,23.3,28.0,15.9,,,,2.1,997.9,67,4.6,15.95,8.8
108,서울,20140910,22.4,27.4,13.8,,,,1.5,1000.6,61,0.1,18.02,11.7
108,서울,20140911,23.3,27.4,15.0,,,,1.8,1003.0,61,2.4,16.71,10.9
108,서울,20140912,21.3,23.6,16.4,0.1,,,2.1,1003.6,75,6.9,9.31,2.1
108,서울,20140913,23.1,26.9,14.6,,,,2.3,1004.9,61,2.0,15.27,10.1
108,서울,20140914,23.0,26.9,14.6,,,,2.3,1005.4,61,5.8,15.46,9.8
108,서울,20140915,23.1,27.3,15.6,,,,2.2,1003.5,65,7.9,12.92,4.4
108,서울,20140916,21.3,26.5,8.0,,,,2.1,1005.5,44,6.1,16.64,9.9
108,서울,20140917,20.2,22.9,9.9,,,,1.5,1006.3,52,7.9,6.82,0.0
108,서울,20140918,20.6,24.6,11.1,,,,2.0,1007.6,57,3.3,13.77,9.2
108,서울,20140919,21.4,25.7,11.0,,,,1.7,1004.5,55,0.9,16.52,10.6
108,서울,20140920,21.6,26.3,10.3,,,,2.0,1004.1,53,0.8,18.14,11.4
108,서울,20140921,20.2,21.7,12.4,0.0,,,1.4,1007.1,62,4.5,7.84,4.4
108,서울,20140922,21.4,24.3,11.9,,,,2.0,1008.7,58,0.6,16.15,11.1
108,서울,20140923,23.0,27.2,11.9,,,,2.5,1007.0,52,5.6,15.04,9.9
108,서울,20140924,20.3,21.7,16.1,6.5,,,2.6,999.7,78,8.4,6.96,2.5
108,서울,20140925,22.2,22.6,15.2,,,,1.7,1003.2,67,3.9,13.69,8.0
108,서울,20140926,21.0,22.1,16.8,0.0,,,2.6,1006.3,78,7.8,8.01,3.0
108,서울,20140927,21.4,23.0,17.4,,,,2.6,1006.7,79,5.8,9.76,6.8
108,서울,20140928,21.7,22.8,18.9,0.5,,,1.1,1005.8,86,8.9,6.03,0.3
108,서울,20140929,19.4,20.4,19.2,16.0,,,1.3,1003.7,99,8.5,2.03,0.0
108,서울,20140930,18.9,21.1,13.4,,,,3.1,1006.9,73,3.0,14.02,10.2
108,서울,20141001,19.2,20.0,13.1,,,,2.6,1006.8,69,5.9,11.31,7.2
108,서울,20141002,18.1,18.2,16.1,9.0,,,2.2,999.7,89,8.6,2.51,0.0
108,서울,20141003,16.1,17.9,11.3,,,,2.9,1002.3,74,4.1,10.39,5.9
108,서울,20141004,16.9,18.0,9.1,,,,3.4,1009.6,62,1.1,15.61,10.8
108,서울,20141005,17.1,18.9,7.1,,,,3.1,1008.6,53,1.3,16.20,10.8
108,서울,20141006,16.6,18.9,7.4,,,,1.7,1008.3,57,1.0,15.32,10.6
108,서울,20141007,16.1,18.0,9.1,,,,2.4,1011.6,65,1.6,13.32,9.9
108,서울,20141008,16.7,18.5,8.4,,,,1.5,1011.9,62,2.3,14.67,10.6
108,서울,20141009,18.6,20.7,10.0,,,,2.0,1010.4,60,1.3,15.14,10.4
108,서울,20141010,19.0,21.2,11.5,,,,3.6,1011.6,63,0.3,15.11,10.6
108,서울,20141011,19.4,21.7,10.3,,,,3.1,1012.9,57,0.0,15.60,10.7
108,서울,20141012,21.2,22.9,8.7,,,,1.9,1008.0,49,3.9,15.03,10.2
108,서울,20141013,17.4,21.7,7.3,,,,4.7,1003.1,52,2.6,14.38,9.3
108,서울,20141014,13.8,18.4,3.4,,,,2.2,1007.3,52,0.1,15.13,10.7
108,서울,20141015,13.8,17.3,5.8,,,,2.4,1007.6,60,2.1,13.26,9.1
108,서울,20141016,13.2,14.6,2.4,2.5,,,3.1,1008.6,54,3.5,12.93,7.9
108,서울,20141017,13.6,15.0,3.8,,,,1.9,1012.7,54,0.6,14.32,10.2
108,서울,20141018,15.5,16.9,9.4,,,,1.7,1013.6,69,0.0,13.00,9.6
