AGCODE	WEIGHT	PRICE	YEAR				AGCODE		AGCODE
마늘	"15,312,360"	"10,084,194"	2014년05월						
호박	"228,198"	"352,839"	2015년05월						
마늘	"13,963,510"	"11,295,324"	2015년05월						
호박	"143,232"	"282,190"	2014년06월						
마늘	"17,921,571"	"11,805,523"	2014년06월						
호박	"289,198"	"463,006"	2015년06월						
마늘	"16,175,830"	"13,169,570"	2015년06월						
호박	"191,614"	"372,782"	2014년07월						
마늘	"21,541,866"	"14,314,289"	2014년07월						
호박	"292,199"	"469,047"	2015년07월						
마늘	"19,257,459"	"16,098,478"	2015년07월						
호박	"286,974"	"531,424"	2014년08월						
마늘	"27,623,024"	"18,176,311"	2014년08월						
호박	"305,973"	"487,440"	2015년08월						
마늘	"23,975,952"	"20,668,272"	2015년08월						
호박	"367,974"	"687,105"	2014년09월						
마늘	"30,554,161"	"20,287,991"	2014년09월						
호박	"312,981"	"511,059"	2015년09월						
마늘	"28,430,504"	"24,938,645"	2015년09월						
호박	"444,794"	"813,862"	2014년10월						
마늘	"33,502,520"	"22,405,537"	2014년10월						
호박	"363,640"	"590,922"	2015년10월						
마늘	"33,138,458"	"30,670,057"	2015년10월						
호박	"514,253"	"926,761"	2014년11월						
마늘	"35,976,603"	"24,198,214"	2014년11월						
호박	"450,012"	"757,743"	2015년11월						
마늘	"41,326,196"	"39,995,883"	2015년11월						
호박	"624,553"	"1,101,966"	2014년12월						
마늘	"39,216,960"	"26,837,019"	2014년12월						
호박	"550,513"	"941,642"	2015년12월						
마늘	"58,369,555"	"66,051,356"	2015년12월						
호박	"645,399"	"569,774"	2016년01월						
마늘	"3,710,965.50"	"4,314,316"	2016년01월						
호박	"1,112,407.83"	"986,433"	2017년01월						
마늘	"3,311,761.22"	"5,866,470"	2017년01월						
호박	"5,092,827.20"	"3,009,222"	2016년02월						
마늘	"7,606,744.80"	"9,048,397"	2016년02월						
호박	"6,027,038.43"	"4,081,470"	2017년02월						
마늘	"4,787,090.77"	"8,857,507"	2017년02월						
호박	"11,909,387.20"	"6,385,015"	2016년03월						
마늘	"11,696,955.90"	"15,182,883"	2016년03월						
호박	"12,577,570.53"	"8,019,846"	2017년03월						
마늘	"7,304,069.52"	"13,884,781"	2017년03월						
호박	"18,701,052.30"	"9,590,526"	2016년04월						
마늘	"17,531,798.80"	"24,616,349"	2016년04월						
호박	"17,012,437.73"	"10,664,342"	2017년04월						
마늘	"9,151,237.71"	"17,809,149"	2017년04월						
호박	"20,583,327.30"	"10,500,312"	2016년05월						
마늘	"22,859,725.14"	"32,790,538"	2016년05월						
호박	"19,922,245.32"	"12,615,423"	2017년05월						
마늘	"11,614,744.14"	"22,413,420"	2017년05월						
호박	"20,590,980"	"10,520,791"	2016년06월						
마늘	"26,984,721.95"	"38,681,379"	2016년06월						
호박	"19,959,648.42"	"12,662,555"	2017년06월						
마늘	"16,340,484.21"	"31,410,901"	2017년06월						
호박	"20,642,150"	"10,612,197"	2016년07월						
마늘	"30,607,121.46"	"44,113,271"	2016년07월						
호박	"19,973,249.22"	"12,692,918"	2017년07월						
마늘	"20,232,271.99"	"37,986,630"	2017년07월						
호박	"20,665,550"	"10,654,196"	2016년08월						
마늘	"37,153,907.01"	"53,872,833"	2016년08월						
호박	0	0	2017년08월						
마늘	0	0	2017년08월						
호박	"20,715,670"	"10,746,032"	2016년09월						
마늘	"44,277,253.14"	"68,942,550"	2016년09월						
호박	0	0	2017년09월						
마늘	0	0	2017년09월						
호박	"21,425,620.30"	"11,331,786"	2016년10월						
마늘	"49,449,800.89"	"78,787,159"	2016년10월						
호박	0	0	2017년10월						
마늘	0	0	2017년10월						
호박	"22,505,340.60"	"12,273,822"	2016년11월						
마늘	"57,741,165.57"	"95,437,795"	2016년11월						
호박	0	0	2017년11월						
마늘	0	0	2017년11월						
호박	"22,757,340.90"	"12,670,017"	2016년12월						
마늘	"74,493,864.32"	"132,850,149"	2016년12월						
호박	0	0	2017년12월						
마늘	0	0	2017년12월						
감귤	0	0	2014년1월						
감귤	0	0	2014년2월						
감귤	0	0	2014년3월						
감귤	0	0	2014년4월						
감귤	0	0	2014년5월						
감귤	0	0	2014년6월						
감귤	0	0	2014년7월						
감귤	0	0	2014년8월						
감귤	0	0	2014년9월						
감귤	0	0	2014년10월						
감귤	0	0	2014년11월						
감귤	0	0	2014년12월						
감귤	0	0	2015년1월						
감귤	0	0	2015년2월						
감귤	0	0	2015년3월						
감귤	0	0	2015년4월						
감귤	0	0	2015년5월						
감귤	0	0	2015년6월						
감귤	0	0	2015년7월						
감귤	0	0	2015년8월						
감귤	0	0	2015년9월						
감귤	0	0	2015년10월						
감귤	0	0	2015년11월						
감귤	0	0	2015년12월						
감귤	0	0	2016년1월						
감귤	0	0	2016년2월						
감귤	0	0	2016년3월						
감귤	0	0	2016년4월						
감귤	0	0	2016년5월						
감귤	0	0	2016년6월						
감귤	0	0	2016년7월						
감귤	0	0	2016년8월						
감귤	0	0	2016년9월						
감귤	0	0	2016년10월						
감귤	0	0	2016년11월						
감귤	0	0	2016년12월						
감귤	0	0	2017년1월						
감귤	0	0	2017년2월						
감귤	0	0	2017년3월						
감귤	0	0	2017년4월						
감귤	0	0	2017년5월						
감귤	0	0	2017년6월						
감귤	0	0	2017년7월						
감귤	0	0	2017년8월						
감귤	0	0	2017년9월						
감귤	0	0	2017년10월						
감귤	0	0	2017년11월						
감귤	0	0	2017년12월						
